item,category,downloads,language,price,rating
2226,5,36,56,76,79
2227,3,34,56,77,79
2228,14,34,56,76,79
2229,8,40,56,76,80
2230,25,42,56,76,79
2231,21,37,56,76,79
2232,8,37,56,76,79
2233,1,40,56,77,79
2234,6,32,56,76,81
2235,20,32,56,76,81
2236,31,47,74,78,82
2237,9,37,56,76,81
2238,8,40,56,76,80
2239,25,32,57,76,81
2240,6,34,56,76,79
2241,0,37,56,76,79
2242,0,42,56,77,79
2243,1,34,57,76,79
2244,31,47,74,78,82
2245,11,42,56,76,80
2246,28,37,56,76,79
2247,18,34,56,76,80
2248,8,37,56,77,79
2249,8,42,56,77,81
2250,27,32,56,76,79
2251,31,47,74,78,82
2252,15,36,56,76,79
2253,31,47,74,78,82
2254,1,41,56,76,79
2255,27,37,56,76,80
2256,27,32,56,76,79
2257,26,41,56,76,79
2258,0,34,56,76,81
2259,14,37,56,76,79
2260,22,45,56,76,79
2261,16,34,56,76,79
2262,27,40,56,76,81
2263,31,47,74,78,82
2264,6,37,56,76,79
2265,27,45,56,76,79
2266,31,47,74,78,82
2267,31,47,74,78,82
2268,19,45,56,76,79
2269,6,45,56,76,80
2270,17,32,56,76,79
2271,28,42,56,76,79
2272,3,37,56,76,79
2273,18,34,56,76,80
2274,31,47,74,78,82
2275,3,37,56,76,79
2276,1,37,56,76,81
2277,3,32,56,76,79
2278,27,34,56,76,79
2279,19,41,56,76,81
2280,12,32,56,76,79
2281,3,37,56,76,79
2282,10,37,57,76,79
2283,10,37,56,76,81
2284,6,45,56,76,79
2285,10,37,56,77,79
2286,14,45,56,76,81
2287,24,42,56,76,79
2288,31,47,74,78,82
2289,3,37,56,76,81
2290,28,42,56,76,81
2291,10,42,56,76,80
2292,6,32,56,76,79
2293,29,37,56,76,81
2294,14,37,56,76,79
2295,29,32,56,76,81
2296,12,45,56,76,79
2297,9,37,56,76,79
2298,8,45,58,76,81
2299,12,42,56,77,79
2300,14,34,56,76,80
2301,21,37,56,76,81
2302,27,34,56,76,81
2303,8,37,56,76,79
2304,15,34,56,76,79
2305,10,32,56,76,80
2306,27,37,56,76,79
2307,21,32,56,76,79
2308,24,37,56,76,81
2309,20,37,56,76,81
2310,21,34,56,76,79
2311,26,36,56,76,79
2312,27,34,56,76,81
2313,31,47,74,78,82
2314,24,32,56,76,79
2315,31,47,74,78,82
2316,21,37,56,76,81
2317,18,40,51,76,81
2318,11,42,56,77,79
2319,24,37,56,76,80
2320,1,37,56,76,80
2321,0,41,56,76,81
2322,31,47,74,78,82
2323,19,32,56,76,81
2324,6,34,56,76,80
2325,27,37,56,76,79
2326,27,37,56,76,79
2327,18,45,56,76,81
2328,28,45,56,76,81
2329,25,37,56,76,79
2330,22,36,56,76,81
2331,18,45,56,76,81
2332,31,47,74,78,82
2333,14,45,56,76,81
2334,10,37,56,76,81
2335,8,45,56,76,79
2336,23,32,56,76,81
2337,31,47,74,78,82
2338,24,32,56,76,79
2339,31,47,74,78,82
2340,15,32,56,76,81
2341,21,34,56,76,81
2342,10,37,59,76,80
2343,29,42,56,76,79
2344,31,47,74,78,82
2345,21,32,56,76,79
2346,17,32,56,76,81
2347,20,32,56,76,81
2348,21,42,56,76,81
2349,28,32,56,76,79
2350,21,32,56,76,79
2351,15,45,56,76,79
2352,18,37,54,76,81
2353,3,34,56,77,79
2354,20,41,56,76,81
2355,27,45,56,76,79
2356,9,45,56,76,79
2357,30,40,56,76,79
2358,23,42,56,76,80
2359,9,42,56,76,81
2360,19,40,56,76,80
2361,27,34,56,76,80
2362,10,37,56,76,80
2363,27,32,56,76,81
2364,11,45,56,76,80
2365,3,37,56,77,79
2366,15,45,56,76,81
2367,31,47,74,78,82
2368,6,32,56,76,81
2369,9,42,56,76,79
2370,27,37,56,76,81
2371,6,37,56,76,81
2372,27,45,56,76,79
2373,27,42,56,76,79
2374,8,37,56,76,79
2375,6,32,56,76,79
2376,8,37,56,76,81
2377,31,47,74,78,82
2378,8,40,56,76,79
2379,19,40,56,76,79
2380,3,37,56,76,79
2381,3,41,56,76,79
2382,27,32,56,76,79
2383,6,32,56,76,80
2384,10,43,56,76,79
2385,4,34,56,76,79
2386,24,37,56,76,79
2387,14,37,56,76,81
2388,0,37,56,77,81
2389,23,37,56,76,80
2390,29,34,57,76,79
2391,22,37,56,77,81
2392,29,45,56,76,79
2393,3,32,56,76,79
2394,17,41,56,76,81
2395,21,41,56,76,79
2396,1,40,56,76,81
2397,27,42,56,76,79
2398,31,47,74,78,82
2399,4,42,56,76,80
2400,21,37,56,76,79
2401,0,32,56,76,79
2402,15,36,56,76,79
2403,27,40,56,76,81
2404,11,37,59,76,81
2405,27,32,56,76,79
2406,21,41,56,76,79
2407,6,32,56,76,79
2408,0,37,56,76,79
2409,29,42,56,76,79
2410,23,42,56,76,80
2411,25,36,56,76,80
2412,6,42,56,76,79
2413,6,37,56,76,79
2414,9,34,56,76,79
2415,31,47,74,78,82
2416,15,37,75,76,81
2417,11,40,56,77,79
2418,28,45,56,76,79
2419,20,32,56,76,81
2420,17,34,56,76,79
2421,18,41,56,76,81
2422,0,41,56,76,79
2423,27,37,56,76,79
2424,29,32,56,76,81
2425,3,34,56,77,79
2426,0,37,56,76,79
2427,8,37,56,76,81
2428,0,41,56,76,81
2429,20,32,56,76,81
2430,12,32,56,76,81
2431,29,45,56,76,81
2432,10,40,56,76,81
2433,15,32,56,76,79
2434,31,47,74,78,82
2435,0,45,56,76,79
2436,0,45,56,76,79
2437,31,47,74,78,82
2438,21,32,56,76,79
2439,14,34,56,76,79
2440,1,34,54,76,79
2441,20,32,56,76,79
2442,31,47,74,78,82
2443,0,41,56,76,79
2444,14,34,56,76,81
2445,18,37,65,76,81
2446,11,42,57,76,80
2447,31,47,74,78,82
2448,31,47,74,78,82
2449,9,34,56,76,81
2450,15,32,56,76,79
2451,10,32,56,76,79
2452,25,45,56,76,80
2453,31,47,74,78,82
2454,31,47,74,78,82
2455,18,37,56,76,79
2456,18,40,61,76,81
2457,11,37,56,76,81
2458,10,32,56,76,79
2459,4,32,56,76,79
2460,4,32,56,76,81
2461,27,40,56,76,80
2462,5,36,56,76,81
2463,1,32,56,76,79
2464,24,37,56,76,81
2465,5,34,56,76,81
2466,17,41,56,76,81
2467,3,45,56,76,79
2468,9,37,56,76,81
2469,24,34,56,76,81
2470,31,47,74,78,82
2471,11,37,56,76,81
2472,6,34,56,76,79
2473,27,32,56,76,79
2474,24,34,56,76,80
2475,27,37,56,76,81
2476,15,40,56,76,79
2477,25,32,56,76,79
2478,31,47,74,78,82
2479,20,34,56,77,81
2480,25,37,56,76,79
2481,12,45,56,76,79
2482,31,47,74,78,82
2483,31,47,74,78,82
2484,28,34,56,77,79
2485,27,37,56,76,79
2486,27,36,56,76,79
2487,17,37,56,76,79
2488,14,45,56,76,81
2489,21,45,56,76,80
2490,11,37,56,76,79
2491,15,45,56,76,79
2492,1,32,56,76,79
2493,14,32,56,76,80
2494,1,42,56,76,79
2495,1,37,56,76,80
2496,21,37,56,76,81
2497,27,34,56,76,80
2498,21,34,56,76,81
2499,1,34,49,76,79
2500,21,45,56,76,81
2501,9,34,56,76,79
2502,11,34,57,76,79
2503,15,45,75,76,80
2504,6,32,56,76,79
2505,27,32,56,76,79
2506,31,47,74,78,82
2507,15,37,56,76,79
2508,1,37,66,76,79
2509,17,34,56,76,81
2510,14,34,56,76,80
2511,14,45,56,76,81
2512,10,37,56,76,79
2513,27,45,56,76,81
2514,1,34,56,76,79
2515,8,34,56,76,79
2516,10,34,56,76,79
2517,21,37,56,76,81
2518,23,36,56,76,81
2519,31,47,74,78,82
2520,28,45,56,76,79
2521,6,34,56,76,79
2522,21,34,56,76,79
2523,21,42,56,76,79
2524,31,47,74,78,82
2525,11,34,56,76,79
2526,28,45,56,76,80
2527,12,37,56,76,81
2528,3,37,56,76,80
2529,31,47,74,78,82
2530,3,32,57,76,80
2531,1,32,56,76,81
2532,29,45,56,76,81
2533,3,32,56,76,81
2534,11,34,56,76,81
2535,21,37,56,76,81
2536,3,37,56,76,79
2537,0,32,56,76,81
2538,27,37,56,76,81
2539,0,36,56,76,79
2540,15,37,56,76,80
2541,29,32,56,76,81
2542,24,45,56,76,80
2543,11,32,56,76,79
2544,31,47,74,78,82
2545,0,37,56,76,79
2546,21,37,56,76,81
2547,20,41,56,76,81
2548,31,47,74,78,82
2549,17,45,56,76,81
2550,31,47,74,78,82
2551,14,45,56,76,81
2552,18,34,57,76,81
2553,31,47,74,78,82
2554,3,41,56,76,81
2555,27,34,56,76,81
2556,8,34,56,77,79
2557,31,47,74,78,82
2558,1,37,56,76,79
2559,31,47,74,78,82
2560,22,32,56,76,81
2561,27,32,56,76,79
2562,11,34,56,76,80
2563,21,37,56,76,81
2564,18,40,56,76,79
2565,9,37,56,76,79
2566,3,32,56,77,79
2567,17,40,58,76,80
2568,10,37,56,76,80
2569,31,47,74,78,82
2570,7,42,56,76,79
2571,24,37,56,76,81
2572,31,47,74,78,82
2573,10,42,56,77,80
2574,6,37,56,76,79
2575,0,32,56,76,79
2576,31,47,74,78,82
2577,27,32,56,76,80
2578,27,37,56,76,81
2579,31,47,74,78,82
2580,31,47,74,78,82
2581,19,34,56,76,81
2582,9,40,58,77,79
2583,27,42,56,76,79
2584,16,42,57,76,79
2585,29,32,56,76,79
2586,8,36,56,76,79
2587,10,45,56,76,81
2588,9,34,56,76,79
2589,31,47,74,78,82
2590,31,47,74,78,82
2591,29,37,56,76,81
2592,17,32,56,76,79
2593,21,45,56,76,79
2594,31,47,74,78,82
2595,1,34,56,76,80
2596,10,37,56,76,79
2597,3,41,56,76,79
2598,17,34,56,76,79
2599,17,42,57,76,81
2600,0,36,56,76,79
2601,3,36,56,76,80
2602,4,37,56,76,79
2603,14,34,75,76,81
2604,24,41,56,76,81
2605,27,41,56,76,80
2606,25,40,56,76,81
2607,27,34,56,76,80
2608,8,32,56,76,81
2609,18,37,59,76,80
2610,17,40,51,76,79
2611,9,37,56,76,79
2612,31,47,74,78,82
2613,26,37,56,76,81
2614,18,34,56,76,79
2615,4,36,56,76,81
2616,17,37,56,76,80
2617,6,41,56,76,81
2618,20,37,56,76,81
2619,20,37,56,76,79
2620,0,42,56,77,79
2621,30,37,56,76,81
2622,27,40,56,76,79
2623,22,41,56,76,79
2624,9,37,56,76,79
2625,31,47,74,78,82
2626,24,37,61,76,81
2627,11,37,53,76,79
2628,31,47,74,78,82
2629,21,45,56,76,80
2630,11,37,58,76,80
2631,28,37,56,76,80
2632,18,37,56,76,80
2633,20,37,56,76,79
2634,18,37,56,76,79
2635,27,34,56,77,79
2636,15,37,56,76,79
2637,27,34,56,76,79
2638,0,45,56,76,81
2639,0,41,56,76,79
2640,23,37,56,76,81
2641,27,37,56,76,79
2642,14,37,56,76,79
2643,3,40,56,76,79
2644,31,47,74,78,82
2645,0,34,56,77,79
2646,27,32,56,76,79
2647,31,47,74,78,82
2648,27,42,56,77,79
2649,12,45,56,77,79
2650,27,34,56,76,79
2651,14,34,56,77,79
2652,6,36,56,76,79
2653,0,34,56,77,79
2654,10,42,57,76,79
2655,24,34,56,76,79
2656,29,37,56,76,79
2657,27,34,56,76,81
2658,27,32,56,76,79
2659,31,47,74,78,82
2660,10,34,56,76,81
2661,14,34,56,76,79
2662,18,40,56,76,79
2663,27,36,56,76,79
2664,27,40,56,76,79
2665,31,47,74,78,82
2666,24,34,62,76,79
2667,27,37,56,77,79
2668,31,47,74,78,82
2669,29,40,56,77,79
2670,8,37,56,76,81
2671,27,34,56,76,79
2672,21,37,56,76,81
2673,6,41,56,76,81
2674,8,34,56,76,79
2675,31,47,74,78,82
2676,20,36,56,76,79
2677,27,37,56,76,79
2678,29,32,56,76,81
2679,0,41,56,76,79
2680,31,47,74,78,82
2681,23,37,56,76,80
2682,18,32,56,76,79
2683,28,32,56,76,79
2684,3,32,56,76,79
2685,18,45,65,76,81
2686,8,42,56,76,79
2687,3,32,56,76,79
2688,17,32,56,76,79
2689,20,34,56,76,79
2690,24,34,56,76,80
2691,27,32,56,76,81
2692,3,32,56,76,79
2693,12,37,56,76,81
2694,21,37,56,77,79
2695,31,47,74,78,82
2696,18,32,56,76,80
2697,14,37,56,76,80
2698,9,34,56,76,79
2699,29,37,56,76,79
2700,27,40,56,76,79
2701,0,32,56,76,79
2702,27,37,57,76,80
2703,13,34,56,76,79
2704,20,45,56,76,81
2705,0,32,56,76,79
2706,10,40,56,76,79
2707,5,37,56,76,79
2708,21,42,56,76,81
2709,4,34,56,76,79
2710,10,34,56,76,79
2711,9,34,57,76,81
2712,23,37,65,76,80
2713,17,34,56,76,81
2714,31,47,74,78,82
2715,12,34,56,76,80
2716,19,45,56,76,79
2717,15,37,56,76,79
2718,31,47,74,78,82
2719,6,42,56,76,79
2720,0,37,56,76,79
2721,0,37,56,77,79
2722,27,37,55,76,81
2723,27,34,56,76,79
2724,6,37,56,76,80
2725,29,34,56,77,81
2726,21,34,56,76,79
2727,14,34,56,76,79
2728,10,34,56,76,79
2729,31,47,74,78,82
2730,25,37,56,76,80
2731,23,32,56,76,79
2732,10,34,56,76,80
2733,12,42,56,76,80
2734,31,47,74,78,82
2735,29,34,56,77,79
2736,12,41,56,76,79
2737,31,47,74,78,82
2738,15,45,56,76,81
2739,26,34,56,76,81
2740,21,34,56,76,80
2741,20,37,56,76,79
2742,3,37,56,76,79
2743,0,41,56,76,79
2744,25,34,56,76,79
2745,17,37,56,77,79
2746,24,42,56,77,79
2747,29,42,56,76,79
2748,17,37,56,76,79
2749,27,42,56,76,79
2750,6,32,56,76,81
2751,26,32,56,76,79
2752,26,32,56,76,81
2753,20,45,56,76,79
2754,27,34,56,77,79
2755,31,47,74,78,82
2756,21,32,56,76,79
2757,31,47,74,78,82
2758,18,40,56,76,79
2759,31,47,74,78,82
2760,0,34,56,76,79
2761,31,47,74,78,82
2762,20,45,56,76,81
2763,27,45,56,76,79
2764,3,32,56,76,79
2765,27,37,56,76,79
2766,31,47,74,78,82
2767,0,37,56,76,81
2768,21,32,56,76,79
2769,5,45,56,76,81
2770,31,47,74,78,82
2771,21,40,56,76,79
2772,8,37,58,76,80
2773,27,45,56,76,79
2774,17,37,56,76,81
2775,5,37,56,76,79
2776,0,43,56,76,79
2777,12,34,56,76,79
2778,0,36,56,76,79
2779,31,47,74,78,82
2780,24,37,56,76,80
2781,29,42,56,76,81
2782,10,37,56,76,79
2783,17,37,56,76,79
2784,31,47,74,78,82
2785,31,47,74,78,82
2786,27,40,56,76,79
2787,10,37,65,76,80
2788,19,32,56,76,79
2789,27,32,56,76,80
2790,6,34,56,76,80
2791,17,32,56,76,79
2792,19,42,56,76,81
2793,6,36,56,76,79
2794,17,34,56,76,79
2795,1,41,56,76,79
2796,17,41,56,76,79
2797,21,32,56,76,79
2798,29,34,56,76,79
2799,31,47,74,78,82
2800,31,47,74,78,82
2801,1,37,56,76,79
2802,24,32,56,76,79
2803,21,34,56,77,79
2804,18,34,56,76,79
2805,20,37,56,76,80
2806,17,37,56,76,81
2807,3,37,56,77,79
2808,21,34,56,76,81
2809,31,47,74,78,82
2810,3,34,56,76,79
2811,17,34,56,76,81
2812,18,34,56,77,81
2813,4,45,56,76,81
2814,9,34,56,76,79
2815,0,37,56,76,79
2816,3,45,56,76,81
2817,23,37,56,76,80
2818,3,37,56,76,81
2819,17,32,56,76,79
2820,21,37,56,76,79
2821,10,37,56,76,81
2822,31,47,74,78,82
2823,20,45,56,76,81
2824,31,47,74,78,82
2825,21,46,57,76,80
2826,31,47,74,78,82
2827,26,32,56,76,79
2828,31,47,74,78,82
2829,14,34,56,76,79
2830,4,32,56,76,80
2831,27,40,56,76,81
2832,20,37,56,76,79
2833,9,40,56,76,79
2834,6,34,56,76,81
2835,10,45,56,76,79
2836,10,45,56,76,79
2837,12,37,56,76,79
2838,21,37,56,76,81
2839,10,45,56,76,80
2840,1,32,56,76,79
2841,31,47,74,78,82
2842,27,37,56,76,79
2843,27,42,56,76,81
2844,27,42,56,77,79
2845,0,34,56,77,79
2846,31,47,74,78,82
2847,0,40,56,77,79
2848,18,34,56,76,80
2849,24,37,56,76,81
2850,27,34,56,76,79
2851,3,40,56,76,79
2852,8,37,56,76,80
2853,11,37,57,76,81
2854,7,34,56,77,79
2855,3,37,56,76,80
2856,1,34,56,76,79
2857,19,37,56,76,79
2858,27,45,56,76,79
2859,31,47,74,78,82
2860,31,47,74,78,82
2861,8,32,56,76,81
2862,6,37,56,76,79
2863,17,37,56,76,81
2864,11,42,56,76,81
2865,17,45,56,76,79
2866,6,34,56,76,81
2867,21,42,56,76,79
2868,0,34,56,77,79
2869,6,45,56,76,81
2870,30,32,57,76,79
2871,14,40,56,76,80
2872,1,32,56,76,79
2873,14,34,56,76,80
2874,31,47,74,78,82
2875,10,32,56,76,81
2876,31,47,74,78,82
2877,3,45,56,76,79
2878,3,45,57,76,79
2879,27,37,56,76,79
2880,24,37,56,76,80
2881,11,37,56,76,80
2882,31,47,74,78,82
2883,6,32,56,76,81
2884,11,37,56,76,79
2885,23,32,62,76,80
2886,3,40,57,76,79
2887,11,45,65,76,81
2888,27,37,56,76,81
2889,4,34,56,76,80
2890,25,37,56,76,79
2891,11,34,56,76,81
2892,31,47,74,78,82
2893,27,40,56,76,79
2894,3,34,56,76,79
2895,15,45,56,76,79
2896,23,40,56,76,79
2897,29,42,56,76,81
2898,20,42,56,76,79
2899,22,37,56,76,79
2900,17,32,56,76,81
2901,27,45,56,76,79
2902,27,34,56,76,79
2903,5,37,56,76,79
2904,1,37,49,76,79
2905,10,45,56,76,80
2906,17,45,56,76,81
2907,8,34,56,76,81
2908,4,34,56,76,81
2909,3,42,56,77,81
2910,6,32,56,76,79
2911,31,47,74,78,82
2912,18,37,56,76,79
2913,26,41,56,76,79
2914,31,47,74,78,82
2915,27,32,56,76,81
2916,19,34,56,76,79
2917,27,42,56,76,79
2918,8,34,56,76,79
2919,6,42,56,76,80
2920,6,34,56,76,79
2921,0,37,56,76,81
2922,10,37,58,76,80
2923,24,37,56,76,80
2924,17,32,56,76,79
2925,29,37,56,76,81
2926,27,37,56,76,81
2927,10,32,56,76,80
2928,31,47,74,78,82
2929,27,42,56,76,81
2930,31,47,74,78,82
2931,19,32,56,76,79
2932,17,32,56,76,79
2933,19,42,56,76,81
2934,10,42,57,76,80
2935,31,47,74,78,82
2936,3,32,56,76,79
2937,0,32,56,76,79
2938,28,45,56,76,79
2939,27,32,56,76,81
2940,19,34,56,76,79
2941,1,40,56,77,79
2942,27,36,56,76,81
2943,12,37,56,76,81
2944,18,37,56,76,81
2945,3,36,56,76,81
2946,31,47,74,78,82
2947,11,34,65,76,80
2948,27,34,56,76,81
2949,27,32,56,76,79
2950,12,45,56,76,79
2951,27,41,56,76,79
2952,1,45,56,76,79
2953,10,34,56,76,81
2954,5,32,56,76,81
2955,31,47,74,78,82
2956,1,45,56,76,79
2957,4,40,56,76,79
2958,1,34,56,76,79
2959,23,37,54,76,79
2960,8,34,56,76,80
2961,20,42,56,76,81
2962,31,47,74,78,82
2963,24,40,56,76,81
2964,3,42,56,76,79
2965,20,37,56,76,79
2966,17,41,56,76,79
2967,31,47,74,78,82
2968,17,34,56,77,80
2969,27,34,56,76,79
2970,15,37,56,76,81
2971,10,34,56,76,79
2972,10,45,56,76,79
2973,27,45,56,76,79
2974,8,42,58,76,79
2975,11,32,56,76,80
2976,31,47,74,78,82
2977,17,34,56,77,81
2978,22,34,56,76,81
2979,0,37,56,76,79
2980,26,41,56,76,79
2981,3,34,56,76,79
2982,10,37,56,76,80
2983,0,34,56,76,79
2984,8,32,56,76,80
2985,10,41,56,76,79
2986,21,37,56,76,79
2987,21,41,56,76,79
2988,0,32,56,76,79
2989,23,37,56,76,81
2990,29,37,56,76,81
2991,18,37,57,76,80
2992,21,34,56,76,80
2993,22,43,56,76,79
2994,24,45,56,76,81
2995,17,34,56,76,81
2996,0,32,56,76,81
2997,27,34,56,76,79
2998,31,47,74,78,82
2999,24,32,56,76,80
3000,14,42,56,76,79
3001,23,37,56,76,80
3002,9,34,56,76,81
3003,15,34,56,76,79
3004,10,37,56,76,81
3005,31,47,74,78,82
3006,31,47,74,78,82
3007,10,34,56,76,80
3008,31,47,74,78,82
3009,29,37,56,76,79
3010,8,34,56,77,80
3011,5,32,56,76,79
3012,1,34,56,76,80
3013,31,47,74,78,82
3014,20,34,56,76,79
3015,17,32,56,76,81
3016,17,41,56,76,81
3017,31,47,74,78,82
3018,27,40,56,77,79
3019,0,34,56,76,79
3020,26,37,56,76,79
3021,17,37,56,76,80
3022,10,37,56,76,79
3023,31,47,74,78,82
3024,0,37,56,76,79
3025,18,37,65,76,80
3026,31,47,74,78,82
3027,14,37,56,76,79
3028,28,34,57,76,79
3029,3,37,56,76,79
3030,31,47,74,78,82
3031,0,32,56,76,79
3032,31,47,74,78,82
3033,3,36,56,76,81
3034,23,32,62,76,80
3035,14,34,56,76,81
3036,10,36,56,76,79
3037,14,32,56,76,81
3038,21,37,56,76,79
3039,27,36,56,76,79
3040,6,34,56,76,79
3041,29,34,56,76,80
3042,18,34,56,76,81
3043,3,42,56,77,79
3044,24,34,56,77,79
3045,29,34,56,76,81
3046,8,32,56,76,81
3047,31,47,74,78,82
3048,19,34,56,76,79
3049,3,40,56,76,79
3050,10,32,56,76,80
3051,26,32,63,76,79
3052,3,34,56,76,79
3053,19,40,56,76,79
3054,31,47,74,78,82
3055,20,37,56,76,81
3056,17,32,56,76,79
3057,17,34,56,77,81
3058,17,42,56,76,81
3059,24,32,62,76,79
3060,21,32,56,76,79
3061,29,37,56,76,81
3062,4,41,56,76,79
3063,6,37,56,76,79
3064,31,47,74,78,82
3065,27,34,56,76,80
3066,23,32,56,76,79
3067,0,37,56,76,79
3068,0,41,56,76,81
3069,25,42,56,76,80
3070,27,37,56,76,79
3071,9,37,56,76,81
3072,31,47,74,78,82
3073,10,32,56,76,81
3074,8,37,56,76,79
3075,27,45,56,76,79
3076,17,34,56,76,79
3077,9,34,56,76,81
3078,31,47,74,78,82
3079,27,34,56,76,79
3080,31,47,74,78,82
3081,3,32,56,76,81
3082,20,45,56,76,79
3083,3,41,56,76,81
3084,31,47,74,78,82
3085,30,45,56,76,79
3086,20,36,56,76,81
3087,15,42,56,76,81
3088,27,40,56,76,79
3089,27,42,56,76,80
3090,31,47,74,78,82
3091,19,37,56,76,79
3092,31,47,74,78,82
3093,0,32,56,76,79
3094,16,32,56,76,79
3095,0,34,56,76,81
3096,6,37,56,76,81
3097,14,34,56,76,81
3098,6,32,56,76,79
3099,3,37,56,76,80
3100,8,37,56,76,81
3101,27,34,56,77,79
3102,31,47,74,78,82
3103,18,34,56,76,79
3104,27,34,56,76,79
3105,10,42,56,76,79
3106,19,32,56,76,79
3107,31,47,74,78,82
3108,3,32,56,76,79
3109,27,37,56,76,79
3110,0,36,56,76,79
3111,31,47,74,78,82
3112,21,40,56,76,79
3113,18,37,56,76,79
3114,29,42,56,77,79
3115,21,45,56,76,79
3116,21,32,56,76,81
3117,31,47,74,78,82
3118,17,37,56,76,81
3119,27,34,56,76,79
3120,14,42,57,76,80
3121,17,41,56,76,81
3122,19,34,56,76,79
3123,15,45,56,77,79
3124,30,37,56,76,79
3125,27,45,56,76,79
3126,10,37,56,76,81
3127,27,32,56,76,81
3128,27,32,56,76,79
3129,0,34,56,76,79
3130,31,47,74,78,82
3131,27,37,56,76,79
3132,31,47,74,78,82
3133,6,36,56,76,79
3134,27,42,56,76,79
3135,3,40,56,76,80
3136,27,42,56,76,79
3137,31,47,74,78,82
3138,14,37,56,76,80
3139,12,42,56,76,80
3140,27,40,56,76,80
3141,14,34,56,76,81
3142,29,37,56,76,81
3143,11,45,56,76,79
3144,3,45,56,76,81
3145,10,40,56,76,80
3146,18,34,56,77,81
3147,10,37,49,76,81
3148,14,34,59,76,81
3149,8,32,56,76,79
3150,31,47,74,78,82
3151,19,42,56,76,80
3152,9,40,56,76,79
3153,24,37,56,76,81
3154,27,34,56,76,79
3155,31,47,74,78,82
3156,3,34,50,76,81
3157,21,41,56,76,79
3158,21,37,56,76,81
3159,0,42,56,76,81
3160,27,41,56,76,79
3161,31,47,74,78,82
3162,0,42,56,76,80
3163,21,34,56,77,79
3164,27,42,56,77,79
3165,0,42,56,76,81
3166,3,37,56,76,79
3167,17,34,56,76,80
3168,17,34,56,76,81
3169,24,37,56,76,80
3170,27,34,56,76,79
3171,10,37,56,76,80
3172,4,45,56,76,80
3173,4,32,56,76,79
3174,21,32,56,76,81
3175,27,34,56,76,81
3176,14,37,56,76,80
3177,15,40,57,76,80
3178,21,37,56,76,81
3179,31,47,74,78,82
3180,8,37,56,76,79
3181,31,47,74,78,82
3182,0,42,56,76,80
3183,27,45,56,76,80
3184,20,40,56,76,80
3185,24,40,56,76,79
3186,14,32,62,76,81
3187,31,47,74,78,82
3188,27,32,56,76,79
3189,27,34,56,77,79
3190,19,37,56,76,79
3191,31,47,74,78,82
3192,21,32,56,76,81
3193,27,45,56,76,79
3194,31,47,74,78,82
3195,18,40,56,76,79
3196,0,36,56,76,80
3197,24,34,56,76,81
3198,6,45,56,76,79
3199,12,32,56,76,79
3200,27,37,56,76,81
3201,10,34,56,76,79
3202,29,37,56,77,79
3203,21,37,56,76,81
3204,24,32,56,76,81
3205,31,47,74,78,82
3206,27,32,56,76,79
3207,27,32,56,76,79
3208,6,37,56,76,81
3209,17,32,56,76,79
3210,31,47,74,78,82
3211,27,40,56,76,81
3212,31,47,74,78,82
3213,24,34,56,76,80
3214,6,40,56,76,79
3215,10,37,56,76,81
3216,17,42,56,76,81
3217,3,36,56,76,81
3218,27,37,56,76,79
3219,31,47,74,78,82
3220,11,45,56,76,81
3221,18,34,56,76,81
3222,10,42,56,76,79
3223,0,32,56,76,79
3224,14,34,56,76,79
3225,31,47,74,78,82
3226,31,47,74,78,82
3227,5,34,56,76,81
3228,17,40,56,76,80
3229,17,34,56,76,79
3230,17,32,56,76,81
3231,30,42,54,76,79
3232,31,47,74,78,82
3233,4,45,56,76,79
3234,21,32,56,76,79
3235,9,37,56,76,79
3236,27,45,56,76,80
3237,6,32,56,76,79
3238,31,47,74,78,82
3239,31,47,74,78,82
3240,31,47,74,78,82
3241,15,32,56,76,81
3242,27,37,56,76,79
3243,19,40,56,76,79
3244,31,47,74,78,82
3245,10,32,56,76,81
3246,8,34,56,77,80
3247,10,37,57,76,81
3248,6,37,56,76,80
3249,31,47,74,78,82
3250,10,32,75,76,80
3251,21,37,56,76,81
3252,1,37,60,76,79
3253,19,40,56,76,79
3254,31,47,74,78,82
3255,4,37,56,76,79
3256,31,47,74,78,82
3257,6,32,56,76,81
3258,3,36,56,76,79
3259,6,34,56,76,81
3260,20,32,56,76,81
3261,14,37,56,76,81
3262,1,34,56,76,80
3263,23,40,56,76,81
3264,6,34,56,76,81
3265,3,34,56,76,79
3266,27,37,56,76,79
3267,12,42,56,76,79
3268,9,37,56,76,79
3269,14,42,57,76,80
3270,3,34,56,76,81
3271,23,32,56,76,79
3272,20,32,56,76,81
3273,14,34,54,77,79
3274,31,47,74,78,82
3275,0,36,56,76,79
3276,31,47,74,78,82
3277,12,34,56,77,79
3278,22,32,56,76,81
3279,4,37,56,76,79
3280,3,40,56,76,79
3281,31,47,74,78,82
3282,31,47,74,78,82
3283,31,47,74,78,82
3284,17,40,56,76,80
3285,31,47,74,78,82
3286,31,47,74,78,82
3287,31,47,74,78,82
3288,27,34,56,76,81
3289,23,45,56,76,79
3290,6,37,56,76,79
3291,12,41,56,76,81
3292,15,32,56,76,79
3293,31,47,74,78,82
3294,8,42,57,76,79
3295,6,32,56,76,79
3296,5,37,56,76,81
3297,31,47,74,78,82
3298,20,40,56,77,79
3299,31,47,74,78,82
3300,7,32,56,76,79
